index,round,homeTeam,awayTeam,xg,goal,minute,goalDifference,player,playerID,position,rating,team,eloTeam,keeper,keeperID,keeperRating,opponent,eloOpponent,isHome,x,y,distance,angle,situation,bodyPart
5,1,Montpellier,Troyes,0.32222875952721,0,2,0,Mamadou Sakho,21134,D,34,Montpellier,1559,Gauthier Gallon,340561,74,Troyes,1546,True,4,40,4,0,corner,head
5,1,Montpellier,Troyes,0.37688466906548,1,3,0,Theo Sainte Luce,901152,D,46,Montpellier,1559,Gauthier Gallon,340561,74,Troyes,1546,True,8,34,10,36,assisted,strong-foot
5,1,Montpellier,Troyes,0.0060855746269226,0,5,-1,Xavier Chavalerin,157029,M,66,Troyes,1546,Jonas Omlin,571622,79,Montpellier,1559,False,38,19,43,28,assisted,strong-foot
5,1,Montpellier,Troyes,0.07415172457695,0,8,-1,Mama Baldé,557166,F,71,Troyes,1546,Jonas Omlin,571622,79,Montpellier,1559,False,9,54,16,57,assisted,strong-foot
5,1,Montpellier,Troyes,0.7884,1,12,-1,Florian Tardieu,234142,M,62,Troyes,1546,Jonas Omlin,571622,79,Montpellier,1559,False,13,40,13,0,penalty,strong-foot
5,1,Montpellier,Troyes,0.13810759782791,0,15,0,Wahbi Khazri,51640,F,78,Montpellier,1559,Gauthier Gallon,340561,74,Troyes,1546,True,4,24,16,75,assisted,strong-foot
5,1,Montpellier,Troyes,0.04147869348526,1,15,0,Teji Savanier,156682,M,75,Montpellier,1559,Gauthier Gallon,340561,74,Troyes,1546,True,17,22,24,46,regular,weak-foot
5,1,Montpellier,Troyes,0.1261847615242,1,17,-1,Mama Baldé,557166,F,71,Troyes,1546,Jonas Omlin,571622,79,Montpellier,1559,False,11,37,11,15,assisted,strong-foot
5,1,Montpellier,Troyes,0.042398273944855,0,35,0,Enzo Tchato Mbiayi,1103548,D,30,Montpellier,1559,Gauthier Gallon,340561,74,Troyes,1546,True,14,58,22,52,assisted,weak-foot
5,1,Montpellier,Troyes,0.028206795454025,0,36,0,Renaud Ripart,247445,F,74,Troyes,1546,Jonas Omlin,571622,79,Montpellier,1559,False,20,57,26,40,assisted,strong-foot
5,1,Montpellier,Troyes,0.03442108631134,0,37,0,Faitout Maouassa,801287,M,63,Montpellier,1559,Gauthier Gallon,340561,74,Troyes,1546,True,25,54,28,29,fast-break,strong-foot
5,1,Montpellier,Troyes,0.32922285795212,0,45,0,Mama Baldé,557166,F,71,Troyes,1546,Jonas Omlin,571622,79,Montpellier,1559,False,14,45,14,19,regular,strong-foot
5,1,Montpellier,Troyes,0.019442826509476,0,45,0,Wahbi Khazri,51640,F,78,Montpellier,1559,Gauthier Gallon,340561,74,Troyes,1546,True,31,54,34,24,assisted,strong-foot
5,1,Montpellier,Troyes,0.074978113174438,0,45,0,Renaud Ripart,247445,F,74,Troyes,1546,Jonas Omlin,571622,79,Montpellier,1559,False,13,36,13,17,assisted,weak-foot
5,1,Montpellier,Troyes,0.094674319028854,0,48,0,Xavier Chavalerin,157029,M,66,Troyes,1546,Jonas Omlin,571622,79,Montpellier,1559,False,10,23,19,59,fast-break,strong-foot
5,1,Montpellier,Troyes,0.091477423906326,0,50,0,Renaud Ripart,247445,F,74,Troyes,1546,Jonas Omlin,571622,79,Montpellier,1559,False,13,41,13,4,set-piece,head
5,1,Montpellier,Troyes,0.01875227689743,0,54,0,Teji Savanier,156682,M,75,Montpellier,1559,Gauthier Gallon,340561,74,Troyes,1546,True,26,20,32,37,assisted,strong-foot
5,1,Montpellier,Troyes,0.0590600669384,0,55,0,Renaud Ripart,247445,F,74,Troyes,1546,Jonas Omlin,571622,79,Montpellier,1559,False,11,48,13,36,assisted,head
5,1,Montpellier,Troyes,0.16639399528503,0,61,0,Mama Baldé,557166,F,71,Troyes,1546,Jonas Omlin,571622,79,Montpellier,1559,False,20,53,23,33,fast-break,strong-foot
5,1,Montpellier,Troyes,0.043988525867462,0,61,0,Erik Palmer-Brown,540112,D,30,Troyes,1546,Jonas Omlin,571622,79,Montpellier,1559,False,7,31,11,52,corner,head
5,1,Montpellier,Troyes,0.034023076295853,0,65,0,Elye Wahi,979315,F,72,Montpellier,1559,Gauthier Gallon,340561,74,Troyes,1546,True,20,24,25,38,regular,strong-foot
5,1,Montpellier,Troyes,0.031702309846878,0,68,0,Elye Wahi,979315,F,72,Montpellier,1559,Gauthier Gallon,340561,74,Troyes,1546,True,35,42,35,3,assisted,strong-foot
5,1,Montpellier,Troyes,0.029681384563446,0,75,0,Faitout Maouassa,801287,M,63,Montpellier,1559,Gauthier Gallon,340561,74,Troyes,1546,True,24,51,26,24,assisted,strong-foot
5,1,Montpellier,Troyes,0.088644951581955,0,77,0,Béni Makouana,958865,M,60,Montpellier,1559,Gauthier Gallon,340561,74,Troyes,1546,True,11,26,17,51,assisted,weak-foot
5,1,Montpellier,Troyes,0.029023677110672,0,81,0,Xavier Chavalerin,157029,M,66,Troyes,1546,Jonas Omlin,571622,79,Montpellier,1559,False,16,47,17,23,assisted,strong-foot
5,1,Montpellier,Troyes,0.076982200145721,1,81,0,Teji Savanier,156682,M,75,Montpellier,1559,Gauthier Gallon,340561,74,Troyes,1546,True,23,37,23,7,assisted,strong-foot
5,1,Montpellier,Troyes,0.085103511810303,0,90,1,Béni Makouana,958865,M,60,Montpellier,1559,Gauthier Gallon,340561,74,Troyes,1546,True,24,53,27,28,regular,strong-foot
5,1,Montpellier,Troyes,0.051298201084137,0,90,-1,Mama Baldé,557166,F,71,Troyes,1546,Jonas Omlin,571622,79,Montpellier,1559,False,21,39,21,2,regular,weak-foot
5,1,Montpellier,Troyes,0.13310891389847,0,90,1,Leo Leroy,976001,M,54,Montpellier,1559,Gauthier Gallon,340561,74,Troyes,1546,True,18,31,20,26,fast-break,strong-foot
5,1,Montpellier,Troyes,0.2449589073658,0,90,1,Béni Makouana,958865,M,60,Montpellier,1559,Gauthier Gallon,340561,74,Troyes,1546,True,16,42,16,7,fast-break,strong-foot
5,1,Montpellier,Troyes,0.029441356658936,0,90,-1,Wilson Odobert,1142679,M,59,Troyes,1546,Jonas Omlin,571622,79,Montpellier,1559,False,27,21,33,35,assisted,strong-foot
5,1,Montpellier,Troyes,0.026516318321228,0,90,-1,Jackson Porozo,978518,D,30,Troyes,1546,Jonas Omlin,571622,79,Montpellier,1559,False,36,47,36,11,assisted,strong-foot
6,1,Olympique de Marseille,Stade de Reims,0.028466492891312,0,1,0,Cengiz Ünder,758876,M,76,Olympique de Marseille,1717,Patrick Pentz,788319,73,Stade de Reims,1600,True,20,19,29,46,assisted,strong-foot
6,1,Olympique de Marseille,Stade de Reims,,1,13,0,Wout Faes,361696,D,37,Olympique de Marseille,1717,Patrick Pentz,788319,73,Stade de Reims,1600,True,6,43,6,26,regular,strong-foot
6,1,Olympique de Marseille,Stade de Reims,0.22435542941093,0,17,1,Cengiz Ünder,758876,M,76,Olympique de Marseille,1717,Patrick Pentz,788319,73,Stade de Reims,1600,True,11,36,11,19,assisted,strong-foot
6,1,Olympique de Marseille,Stade de Reims,0.073881953954697,0,25,1,Valentin Rongier,581314,M,65,Olympique de Marseille,1717,Patrick Pentz,788319,73,Stade de Reims,1600,True,21,43,21,8,regular,strong-foot
6,1,Olympique de Marseille,Stade de Reims,0.023354411125183,0,28,-1,Emmanuel Agbadou,1013842,D,45,Stade de Reims,1600,Rubén Blanco,180515,74,Olympique de Marseille,1717,False,29,45,29,9,assisted,strong-foot
6,1,Olympique de Marseille,Stade de Reims,0.032607913017273,0,39,-1,El Bilal Touré,982615,F,69,Stade de Reims,1600,Rubén Blanco,180515,74,Olympique de Marseille,1717,False,28,53,30,24,regular,weak-foot
6,1,Olympique de Marseille,Stade de Reims,0.060979604721069,0,40,1,Samuel Gigot,339231,D,36,Olympique de Marseille,1717,Patrick Pentz,788319,73,Stade de Reims,1600,True,10,37,10,16,corner,head
6,1,Olympique de Marseille,Stade de Reims,0.083878546953201,0,43,-1,Mitchell van Bergen,827662,F,66,Stade de Reims,1600,Rubén Blanco,180515,74,Olympique de Marseille,1717,False,18,54,22,37,assisted,strong-foot
6,1,Olympique de Marseille,Stade de Reims,0.058816969394684,0,44,-1,Yunis Abdelhamid,178721,D,31,Stade de Reims,1600,Rubén Blanco,180515,74,Olympique de Marseille,1717,False,7,32,10,48,corner,head
6,1,Olympique de Marseille,Stade de Reims,0.02907332777977,0,44,-1,Yunis Abdelhamid,178721,D,31,Stade de Reims,1600,Rubén Blanco,180515,74,Olympique de Marseille,1717,False,14,33,15,26,corner,strong-foot
6,1,Olympique de Marseille,Stade de Reims,0.023249894380569,1,45,1,Nuno Tavares,944973,D,50,Olympique de Marseille,1717,Patrick Pentz,788319,73,Stade de Reims,1600,True,23,25,27,33,assisted,weak-foot
6,1,Olympique de Marseille,Stade de Reims,0.11553487181664,0,47,2,Valentin Rongier,581314,M,65,Olympique de Marseille,1717,Patrick Pentz,788319,73,Stade de Reims,1600,True,15,48,17,28,regular,strong-foot
6,1,Olympique de Marseille,Stade de Reims,0.0053431987762451,0,53,-2,Bradley Locko,1129382,D,49,Stade de Reims,1600,Rubén Blanco,180515,74,Olympique de Marseille,1717,False,35,42,35,3,corner,strong-foot
6,1,Olympique de Marseille,Stade de Reims,0.03115376830101,0,55,-2,Marshall Munetsi,894733,M,57,Stade de Reims,1600,Rubén Blanco,180515,74,Olympique de Marseille,1717,False,28,43,28,6,assisted,strong-foot
6,1,Olympique de Marseille,Stade de Reims,0.011192053556442,0,56,-2,Marshall Munetsi,894733,M,57,Stade de Reims,1600,Rubén Blanco,180515,74,Olympique de Marseille,1717,False,16,46,17,20,assisted,head
6,1,Olympique de Marseille,Stade de Reims,0.076022624969482,0,61,-2,Yunis Abdelhamid,178721,D,31,Stade de Reims,1600,Rubén Blanco,180515,74,Olympique de Marseille,1717,False,12,39,12,4,corner,weak-foot
6,1,Olympique de Marseille,Stade de Reims,0.10317489504814,0,65,2,Luis Javier Suárez,914213,F,76,Olympique de Marseille,1717,Patrick Pentz,788319,73,Stade de Reims,1600,True,4,34,7,56,assisted,weak-foot
6,1,Olympique de Marseille,Stade de Reims,0.024345397949219,0,69,2,Luis Javier Suárez,914213,F,76,Olympique de Marseille,1717,Patrick Pentz,788319,73,Stade de Reims,1600,True,27,38,27,4,assisted,strong-foot
6,1,Olympique de Marseille,Stade de Reims,0.060986906290054,0,74,2,Samuel Gigot,339231,D,36,Olympique de Marseille,1717,Patrick Pentz,788319,73,Stade de Reims,1600,True,6,32,10,53,set-piece,head
6,1,Olympique de Marseille,Stade de Reims,0.048018991947174,0,75,2,Jonathan Clauss,821728,D,67,Olympique de Marseille,1717,Patrick Pentz,788319,73,Stade de Reims,1600,True,13,55,19,49,corner,weak-foot
6,1,Olympique de Marseille,Stade de Reims,0.087127536535263,0,75,2,Luis Javier Suárez,914213,F,76,Olympique de Marseille,1717,Patrick Pentz,788319,73,Stade de Reims,1600,True,12,45,13,22,corner,weak-foot
6,1,Olympique de Marseille,Stade de Reims,0.099841713905334,1,75,2,Luis Javier Suárez,914213,F,76,Olympique de Marseille,1717,Patrick Pentz,788319,73,Stade de Reims,1600,True,12,43,12,14,corner,weak-foot
6,1,Olympique de Marseille,Stade de Reims,0.013900220394135,0,79,-3,Alexis Flips,879672,M,67,Stade de Reims,1600,Rubén Blanco,180515,74,Olympique de Marseille,1717,False,30,62,37,36,assisted,strong-foot
6,1,Olympique de Marseille,Stade de Reims,0.14953792095184,0,80,-3,Mitchell van Bergen,827662,F,66,Stade de Reims,1600,Rubén Blanco,180515,74,Olympique de Marseille,1717,False,7,45,8,35,regular,head
6,1,Olympique de Marseille,Stade de Reims,0.13508000969887,1,84,-3,Folarin Balogun,934237,F,65,Stade de Reims,1600,Rubén Blanco,180515,74,Olympique de Marseille,1717,False,10,40,10,0,regular,head
6,1,Olympique de Marseille,Stade de Reims,0.057066053152084,0,85,2,Jordan Veretout,151124,M,74,Olympique de Marseille,1717,Patrick Pentz,788319,73,Stade de Reims,1600,True,26,34,26,12,assisted,strong-foot
6,1,Olympique de Marseille,Stade de Reims,0.10518500208855,0,86,2,Luis Javier Suárez,914213,F,76,Olympique de Marseille,1717,Patrick Pentz,788319,73,Stade de Reims,1600,True,3,29,11,74,corner,head
6,1,Olympique de Marseille,Stade de Reims,0.091950744390488,0,89,2,Luis Javier Suárez,914213,F,76,Olympique de Marseille,1717,Patrick Pentz,788319,73,Stade de Reims,1600,True,8,48,11,45,assisted,strong-foot
6,1,Olympique de Marseille,Stade de Reims,0.073736160993576,0,90,-2,Yunis Abdelhamid,178721,D,31,Stade de Reims,1600,Rubén Blanco,180515,74,Olympique de Marseille,1717,False,14,27,19,42,assisted,weak-foot
6,1,Olympique de Marseille,Stade de Reims,0.16382256150246,0,90,-2,Mitchell van Bergen,827662,F,66,Stade de Reims,1600,Rubén Blanco,180515,74,Olympique de Marseille,1717,False,13,50,16,37,corner,strong-foot
6,1,Olympique de Marseille,Stade de Reims,0.03634124994278,0,90,-2,Kamory Doumbia,1156353,M,56,Stade de Reims,1600,Rubén Blanco,180515,74,Olympique de Marseille,1717,False,29,46,29,11,regular,strong-foot
6,1,Olympique de Marseille,Stade de Reims,0.02620792388916,0,90,-2,Folarin Balogun,934237,F,65,Stade de Reims,1600,Rubén Blanco,180515,74,Olympique de Marseille,1717,False,22,38,22,5,assisted,weak-foot
6,1,Olympique de Marseille,Stade de Reims,0.95831519365311,1,90,2,Luis Javier Suárez,914213,F,76,Olympique de Marseille,1717,Patrick Pentz,788319,73,Stade de Reims,1600,True,4,42,4,26,fast-break,strong-foot
7,1,RC Lens,Stade Brestois,0.034994333982468,0,3,0,Florian Sotoca,788921,F,71,RC Lens,1665,Marco Bizot,100390,76,Stade Brestois,1565,True,5,29,12,65,corner,other
7,1,RC Lens,Stade Brestois,0.10768324136734,0,18,0,Loïs Openda,835480,F,72,RC Lens,1665,Marco Bizot,100390,76,Stade Brestois,1565,True,14,51,17,38,assisted,strong-foot
7,1,RC Lens,Stade Brestois,0.019317656755447,1,27,0,Florian Sotoca,788921,F,71,RC Lens,1665,Marco Bizot,100390,76,Stade Brestois,1565,True,17,48,18,25,regular,strong-foot
7,1,RC Lens,Stade Brestois,0.7884,0,33,1,Florian Sotoca,788921,F,71,RC Lens,1665,Marco Bizot,100390,76,Stade Brestois,1565,True,13,40,13,0,penalty,strong-foot
7,1,RC Lens,Stade Brestois,0.047694087028503,0,39,1,Seko Fofana,191188,M,73,RC Lens,1665,Marco Bizot,100390,76,Stade Brestois,1565,True,17,49,19,27,corner,weak-foot
7,1,RC Lens,Stade Brestois,0.14057189226151,0,41,1,Loïs Openda,835480,F,72,RC Lens,1665,Marco Bizot,100390,76,Stade Brestois,1565,True,15,53,19,40,assisted,strong-foot
7,1,RC Lens,Stade Brestois,0.097173303365707,0,45,1,Przemysław Frankowski,286909,M,70,RC Lens,1665,Marco Bizot,100390,76,Stade Brestois,1565,True,11,47,13,32,assisted,strong-foot
7,1,RC Lens,Stade Brestois,0.16117462515831,0,45,1,Florian Sotoca,788921,F,71,RC Lens,1665,Marco Bizot,100390,76,Stade Brestois,1565,True,7,35,8,35,corner,head
7,1,RC Lens,Stade Brestois,0.022567376,0,49,1,Facundo Medina,860307,D,31,RC Lens,1665,Marco Bizot,100390,76,Stade Brestois,1565,True,16,45,16,17,set-piece,head
7,1,RC Lens,Stade Brestois,0.20769906044006,0,52,-1,Mathias Pereira Lage,831400,M,70,Stade Brestois,1565,Brice Samba,164055,74,RC Lens,1665,False,6,38,6,18,corner,head
7,1,RC Lens,Stade Brestois,0.024368226528168,0,57,1,Florian Sotoca,788921,F,71,RC Lens,1665,Marco Bizot,100390,76,Stade Brestois,1565,True,16,54,21,41,assisted,strong-foot
7,1,RC Lens,Stade Brestois,0.17986190319061,0,59,1,Loïs Openda,835480,F,72,RC Lens,1665,Marco Bizot,100390,76,Stade Brestois,1565,True,6,34,8,45,assisted,head
7,1,RC Lens,Stade Brestois,0.083490073680878,0,60,-1,Irvin Cardona,605552,F,73,Stade Brestois,1565,Brice Samba,164055,74,RC Lens,1665,False,10,47,12,34,assisted,strong-foot
7,1,RC Lens,Stade Brestois,0.19002734,1,62,1,Florian Sotoca,788921,F,71,RC Lens,1665,Marco Bizot,100390,76,Stade Brestois,1565,True,3,33,7,66,corner,head
7,1,RC Lens,Stade Brestois,0.21688532829285,0,63,2,David Pereira da Costa,1023091,F,64,RC Lens,1665,Marco Bizot,100390,76,Stade Brestois,1565,True,12,38,12,9,assisted,strong-foot
7,1,RC Lens,Stade Brestois,0.11212867498398,0,63,2,Florian Sotoca,788921,F,71,RC Lens,1665,Marco Bizot,100390,76,Stade Brestois,1565,True,16,43,16,10,regular,strong-foot
7,1,RC Lens,Stade Brestois,0.23095694184303,1,65,2,Florian Sotoca,788921,F,71,RC Lens,1665,Marco Bizot,100390,76,Stade Brestois,1565,True,15,32,17,28,assisted,strong-foot
7,1,RC Lens,Stade Brestois,0.03674241900444,1,66,-3,Haris Belkebla,580642,M,48,Stade Brestois,1565,Brice Samba,164055,74,RC Lens,1665,False,29,46,29,11,assisted,strong-foot
7,1,RC Lens,Stade Brestois,0.7884,1,82,-2,Romain Del Castillo,825681,M,67,Stade Brestois,1565,Brice Samba,164055,74,RC Lens,1665,False,13,40,13,0,penalty,strong-foot
7,1,RC Lens,Stade Brestois,0.18572098016739,0,85,1,Kevin Danso,794953,D,31,RC Lens,1665,Marco Bizot,100390,76,Stade Brestois,1565,True,7,43,7,23,corner,head
7,1,RC Lens,Stade Brestois,0.035806238651276,0,86,-1,Franck Honorat,280453,M,75,Stade Brestois,1565,Brice Samba,164055,74,RC Lens,1665,False,31,49,32,16,assisted,strong-foot
7,1,RC Lens,Stade Brestois,0.067949771881104,0,90,-1,Franck Honorat,280453,M,75,Stade Brestois,1565,Brice Samba,164055,74,RC Lens,1665,False,9,51,14,50,regular,weak-foot
8,1,Stade Rennais,Lorient,0.057051181793213,0,1,0,Adrien Truffert,999028,D,54,Stade Rennais,1719,Yvon Mvogo,149656,75,Lorient,1523,True,19,30,21,27,assisted,strong-foot
8,1,Stade Rennais,Lorient,0.0048127770423889,0,1,0,Benjamin Bourigeaud,324399,M,77,Stade Rennais,1719,Yvon Mvogo,149656,75,Lorient,1523,True,39,27,41,18,corner,strong-foot
8,1,Stade Rennais,Lorient,0.25819391012192,0,14,0,Gaëtan Laborde,149730,F,81,Stade Rennais,1719,Yvon Mvogo,149656,75,Lorient,1523,True,11,46,12,28,assisted,weak-foot
8,1,Stade Rennais,Lorient,0.14544525742531,0,20,0,Martin Terrier,846445,F,80,Stade Rennais,1719,Yvon Mvogo,149656,75,Lorient,1523,True,17,28,20,35,assisted,weak-foot
8,1,Stade Rennais,Lorient,0.14422944188118,0,21,0,Joe Rodon,828640,D,29,Stade Rennais,1719,Yvon Mvogo,149656,75,Lorient,1523,True,4,42,4,26,corner,head
8,1,Stade Rennais,Lorient,0.031706482172012,0,26,0,Benjamin Bourigeaud,324399,M,77,Stade Rennais,1719,Yvon Mvogo,149656,75,Lorient,1523,True,12,50,15,39,assisted,head
8,1,Stade Rennais,Lorient,0.13505560159683,0,34,0,Lovro Majer,841947,M,72,Stade Rennais,1719,Yvon Mvogo,149656,75,Lorient,1523,True,11,44,11,19,regular,strong-foot
8,1,Stade Rennais,Lorient,0.16587656736374,0,34,0,Lovro Majer,841947,M,72,Stade Rennais,1719,Yvon Mvogo,149656,75,Lorient,1523,True,11,42,11,10,regular,weak-foot
8,1,Stade Rennais,Lorient,0.16798812150955,0,34,0,Flavien Tait,312388,M,70,Stade Rennais,1719,Yvon Mvogo,149656,75,Lorient,1523,True,15,42,15,7,assisted,weak-foot
8,1,Stade Rennais,Lorient,0.07592898607254,0,35,0,Armand Laurienté,932643,M,73,Lorient,1523,Steve Mandanda,27029,79,Stade Rennais,1719,False,28,41,28,2,fast-break,strong-foot
8,1,Stade Rennais,Lorient,0.031093716621399,0,47,0,Lovro Majer,841947,M,72,Stade Rennais,1719,Yvon Mvogo,149656,75,Lorient,1523,True,26,58,31,34,regular,strong-foot
8,1,Stade Rennais,Lorient,0.15482556819916,0,50,0,Martin Terrier,846445,F,80,Stade Rennais,1719,Yvon Mvogo,149656,75,Lorient,1523,True,15,46,16,21,assisted,strong-foot
8,1,Stade Rennais,Lorient,0.021767228841782,0,52,0,Armand Laurienté,932643,M,73,Lorient,1523,Steve Mandanda,27029,79,Stade Rennais,1719,False,20,11,35,55,assisted,strong-foot
8,1,Stade Rennais,Lorient,0.052514970302582,0,53,0,Gaëtan Laborde,149730,F,81,Stade Rennais,1719,Yvon Mvogo,149656,75,Lorient,1523,True,18,23,24,43,assisted,strong-foot
8,1,Stade Rennais,Lorient,0.026480197906494,0,54,0,Martin Terrier,846445,F,80,Stade Rennais,1719,Yvon Mvogo,149656,75,Lorient,1523,True,29,24,33,28,assisted,strong-foot
8,1,Stade Rennais,Lorient,0.091543287038803,0,55,0,Gaëtan Laborde,149730,F,81,Stade Rennais,1719,Yvon Mvogo,149656,75,Lorient,1523,True,7,43,7,23,corner,head
8,1,Stade Rennais,Lorient,0.04687518,0,55,0,Martin Terrier,846445,F,80,Stade Rennais,1719,Yvon Mvogo,149656,75,Lorient,1523,True,9,34,10,33,corner,head
8,1,Stade Rennais,Lorient,0.031745731830597,0,59,0,Dango Ouattara,1106451,M,63,Lorient,1523,Steve Mandanda,27029,79,Stade Rennais,1719,False,22,50,24,24,assisted,strong-foot
8,1,Stade Rennais,Lorient,0.037223815917969,0,64,0,Dango Ouattara,1106451,M,63,Lorient,1523,Steve Mandanda,27029,79,Stade Rennais,1719,False,18,64,30,53,free-kick,strong-foot
8,1,Stade Rennais,Lorient,,1,65,0,Arthur Theate,965778,D,39,Lorient,1523,Steve Mandanda,27029,79,Stade Rennais,1719,False,12,46,13,26,regular,strong-foot
8,1,Stade Rennais,Lorient,0.026425838470459,0,67,1,Enzo Le Fée,984014,M,52,Lorient,1523,Steve Mandanda,27029,79,Stade Rennais,1719,False,56,46,56,6,regular,strong-foot
8,1,Stade Rennais,Lorient,0.18269675970078,0,74,1,Théo Le Bris,1131540,M,41,Lorient,1523,Steve Mandanda,27029,79,Stade Rennais,1719,False,14,52,18,40,fast-break,strong-foot
8,1,Stade Rennais,Lorient,0.66697776317596,0,74,1,Armand Laurienté,932643,M,73,Lorient,1523,Steve Mandanda,27029,79,Stade Rennais,1719,False,0,35,5,90,fast-break,weak-foot
8,1,Stade Rennais,Lorient,0.13802701234818,0,75,-1,Désiré Doué,1154605,M,69,Stade Rennais,1719,Yvon Mvogo,149656,75,Lorient,1523,True,20,39,20,2,assisted,strong-foot
8,1,Stade Rennais,Lorient,0.051835298538208,0,78,-1,Serhou Guirassy,328027,F,75,Stade Rennais,1719,Yvon Mvogo,149656,75,Lorient,1523,True,7,51,13,57,assisted,strong-foot
8,1,Stade Rennais,Lorient,0.08284604549408,0,82,-1,Martin Terrier,846445,F,80,Stade Rennais,1719,Yvon Mvogo,149656,75,Lorient,1523,True,24,36,24,9,assisted,strong-foot
8,1,Stade Rennais,Lorient,0.017921447753906,0,82,-1,Désiré Doué,1154605,M,69,Stade Rennais,1719,Yvon Mvogo,149656,75,Lorient,1523,True,29,51,31,20,assisted,strong-foot
8,1,Stade Rennais,Lorient,0.060374766588211,0,82,-1,Serhou Guirassy,328027,F,75,Stade Rennais,1719,Yvon Mvogo,149656,75,Lorient,1523,True,9,52,15,53,regular,strong-foot
8,1,Stade Rennais,Lorient,0.13876593112946,0,89,1,Armand Laurienté,932643,M,73,Lorient,1523,Steve Mandanda,27029,79,Stade Rennais,1719,False,14,38,14,8,assisted,weak-foot
8,1,Stade Rennais,Lorient,0.061629146337509,0,90,-1,Jérémy Doku,934386,F,64,Stade Rennais,1719,Yvon Mvogo,149656,75,Lorient,1523,True,14,50,17,35,assisted,weak-foot
9,1,Toulouse,Nice,0.11091524362564,0,4,0,Amine Gouiri,859026,F,80,Nice,1663,Maxime Dupé,96542,73,Toulouse,1559,False,22,46,22,15,assisted,strong-foot
9,1,Toulouse,Nice,0.30188098549843,0,17,0,Thijs Dallinga,905381,F,69,Toulouse,1559,Marcin Bułka,889590,73,Nice,1663,True,14,52,18,40,assisted,strong-foot
9,1,Toulouse,Nice,0.23104700446129,1,20,0,Thijs Dallinga,905381,F,69,Toulouse,1559,Marcin Bułka,889590,73,Nice,1663,True,7,43,7,23,assisted,strong-foot
9,1,Toulouse,Nice,0.25017375,0,23,1,Thijs Dallinga,905381,F,69,Toulouse,1559,Marcin Bułka,889590,73,Nice,1663,True,0,34,6,90,assisted,head
9,1,Toulouse,Nice,0.095787703990936,0,27,-1,Andy Delort,84744,F,81,Nice,1663,Maxime Dupé,96542,73,Toulouse,1559,False,5,53,13,68,assisted,strong-foot
9,1,Toulouse,Nice,0.12961181998253,0,32,-1,Calvin Stengs,857480,M,65,Nice,1663,Maxime Dupé,96542,73,Toulouse,1559,False,12,52,16,45,assisted,weak-foot
9,1,Toulouse,Nice,0.072789698839188,0,33,1,Stijn Spierings,788977,M,57,Toulouse,1559,Marcin Bułka,889590,73,Nice,1663,True,9,29,14,50,corner,strong-foot
9,1,Toulouse,Nice,0.12237986922264,0,36,-1,Amine Gouiri,859026,F,80,Nice,1663,Maxime Dupé,96542,73,Toulouse,1559,False,9,38,9,12,assisted,head
9,1,Toulouse,Nice,0.043671220541,0,42,-1,Andy Delort,84744,F,81,Nice,1663,Maxime Dupé,96542,73,Toulouse,1559,False,29,31,30,17,assisted,strong-foot
